compound_stem,SMILES,compound_name,pubchem_cid,kegg_id
K26448286,COc1ccccc1C(=O)NCCC(=O)Nc1ccc(C)cn1,t6030504,NA,NA
K26450477,COCCNC(=O)COc1ncnc2ccc(Br)cc12,mls000567293,NA,NA
K26452384,CCCCNCCCOc1ccc(C)cc1Br,ac1m59il,NA,NA
K26453787,CCC(CC)NC(=O)c1ccc2OCCOc2c1,st50896583,NA,NA
K26457096,OC[C@@H]1[C@@H]([C@@H]2CN(Cc3ccc(F)cc3)CC(=O)N12)c1ccc(cc1)-c1ccccc1,brd-k26457096-001-01-0,NA,NA
K26457939,Cc1cc(N2CCN(CC2)S(=O)(=O)c2ccc(Br)cc2)n2ncnc2n1,t6233463,NA,NA
K26458868,COc1ccc(NC(=O)CN(C)S(=O)(=O)c2ccc3SCC(=O)Nc3c2)cc1,mls001116866,NA,NA
K26460008,OC[C@H]1[C@@H]([C@@H](C#N)N1C(=O)C1CCOCC1)c1ccc(cc1)-c1ccccc1F,brd-k26460008-001-01-1,NA,NA
K26460879,CCC(=O)N1[C@@H](CO)[C@@H]([C@H]1CN(C)C(=O)c1cccc(F)c1)c1ccccc1,brd-k26460879-001-01-7,NA,NA
K26460930,OC[C@@H]1[C@H]2[C@H](CN(C(=O)Nc3ccc(F)cc3)c3ccccc23)N1Cc1cocn1,brd-k26460930-001-01-4,NA,NA
K26461874,CCCNC(=O)Nc1ccc2OC[C@@H](C)N(Cc3ccc(cc3)-c3ccccn3)C[C@H](C)[C@@H](CN(C)C(=O)c2c1)OC,brd-k26461874-001-01-0,NA,NA
K26467483,CCOc1ccccc1-c1cc(nc2n(C)c(=O)n(C)c(=O)c12)-c1ccccc1,t0516-9617,NA,NA
K26478428,CC(C)c1ccc(NS(=O)(=O)N(C)C)cc1C,"n'-(4-isopropyl-3-methylphenyl)-n,n-dimethylsulfamide",NA,NA
K26486739,COC(=O)Nc1ccc(N2CCOCC2)c(c1)S(=O)(=O)N1CCOCC1,zinc04188497,NA,NA
K26487064,Nc1nnnn1CC(=O)N\N=C\c1cc(ccc1O)[N+]([O-])=O,ac1oa93c,NA,NA
K26490595,CCC(=O)N1CCCCN2[C@@H](CO)[C@@H]([C@H]2C1)c1ccc(cc1)-c1ccc(F)cc1,brd-k26490595-001-01-7,NA,NA
K26491611,CN(c1ccccc1)S(=O)(=O)c1ccc(cc1)C(=O)Nc1nnc(s1)C1CC1,"n-(5-cyclopropyl-1,3,4-thiadiazol-2-yl)-4-[methyl(phenyl)sulfamoyl]benzamide",NA,NA
K26497071,COc1cccc(c1)-c1c(nnn1-c1nonc1N)C(=O)N\N=C\c1ccoc1,ac1nvtkg,NA,NA
K26497174,O=S(=O)(N1CCCCC1)c1cccc(c1)S(=O)(=O)c1ccccc1,1-(3-benzenesulfonyl-benzenesulfonyl)-piperidine,NA,NA
K26498437,O=C(Nc1ccc2[nH]c(nc2c1)-c1cccnc1)C12CC3CC(CC(C3)C1)C2,mls000121596,NA,NA
K26500324,CCN1CCN(CC1)C(=O)Cn1ncc2COc3ccccc3-c12,smr000095929,NA,NA
K26501704,Cn1cc(CNC(=O)c2sc3cccc(Cl)c3c2Cl)cn1,mls000549167,NA,NA
K26501921,COc1ccc(NC(=O)C2CC2)cc1NS(=O)(=O)c1ccc(F)cc1,t5261400,NA,NA
K26507360,Cc1nc2ccc(cc2s1)S(=O)(=O)Nc1ccccc1C,"2-methyl-n-(2-methylphenyl)-1,3-benzothiazole-6-sulfonamide",NA,NA
K26508945,Cc1cc(C)nc(Sc2ncnc3c4ccccc4oc23)n1,zinc03260947,NA,NA
K26512379,COc1ccccc1-c1ccccc1[C@@H]1[C@@H](CO)N([C@H]1C#N)C(=O)C1CC1,brd-k26512379-001-01-0,NA,NA
K26513354,OC[C@H]1[C@@H]([C@H]2CN(CCCCN12)C(=O)c1cccc(F)c1)c1ccc(cc1)-c1cncnc1,brd-k26513354-001-01-7,NA,NA
K26519833,C=CCN1CC2(CCN(CC2)C(=O)Cc2ccsc2)OCC1=O,zinc96201380,NA,NA
K26522277,Clc1ccccc1NS(=O)(=O)c1cccc(c1)C(=O)N\N=C\c1ccccn1,ac1nvyj6,NA,NA
K26522553,CCn1c(C)nc2cc(ccc12)C(=O)NNS(=O)(=O)c1ccccc1F,zinc03581231,NA,NA
K26525456,COc1ccc(cc1)-c1ccc2[C@H]3[C@@H](Cn2c1=O)[C@H](CO)[C@H](N3CC1CCOCC1)C(=O)N(C)C,brd-k26525456-001-01-8,NA,NA
K26525929,O=C(NCc1ccccc1)c1nc[nH]c1C(=O)NCc1ccccc1,"1h-imidazole-4,5-dicarboxamide, n,n'-bis(phenylmethyl)-",NA,NA
K26526202,CN(C[C@@H]1[C@@H]([C@H](CO)N1C(C)=O)c1ccccc1)S(=O)(=O)c1ccccc1,brd-k26526202-001-01-3,NA,NA
K26531985,COc1cccc(c1)C(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)c2cccc(F)c2)c2ccccc12,brd-k26531985-001-01-6,NA,NA
K26532967,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2C(O)=O)Oc2ncc(cc2C1=O)C1=CCCCC1,brd-k26532967-001-01-6,NA,NA
K26535314,Nc1nc(cc(=O)n1N)C(F)(F)F,95095-71-9,NA,NA
K26537262,OC[C@@H]1[C@H]([C@@H](C#N)N1C(=O)c1ccc2OCOc2c1)c1ccccc1,brd-k26537262-001-01-7,NA,NA
K26539937,COc1ccccc1S(=O)(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N(C)[C@H]2CO)-c1cccc(c1)C#N,brd-k26539937-001-01-8,NA,NA
K26542154,CCN(CC)CC(C)(C)COC(=O)c1oc2ccccc2c1C,ac1lv1h0,NA,NA
K26542558,COc1ccc(cc1)S(=O)(=O)N1CCN(Cc2c[nH]c3ccccc23)CC1,ac1llwyl,NA,NA
K26543747,O=C(Nc1ccc(cc1)-c1nnco1)c1ccccc1,"n-[4-(1,3,4-oxadiazol-2-yl)phenyl]benzamide",NA,NA
K26545762,COc1ccc(NC(=O)Nc2ccc3nonc3c2)cc1,"n-(2,1,3-benzoxadiazol-5-yl)-n'-(4-methoxyphenyl)urea",NA,NA
K26547580,Cc1noc(n1)[C@@H]1C[C@@H]2OCC[C@@H]2N(Cc2cccs2)C1,NA,NA,NA
K26550755,Cc1noc(C)c1C(=O)N1CC[C@@H]2C[C@@H](O[C@H]2C1)c1ccnc(C)n1,NA,NA,NA
K26551822,Cc1nc2sc3COC(C)(C)Cc3c2c(=O)o1,zinc00552208,NA,NA
K26553287,CN(C)C(=O)c1cccc(c1)-c1ccc2N[C@@H](CO)[C@H]3CCN([C@H]3c2c1)C(=O)C1CCCC1,brd-k26553287-001-01-5,NA,NA
K26557059,CCO[C@H]1CN([C@H]2CCCO[C@@H]12)S(=O)(=O)c1cccnc1,NA,NA,NA
K26558780,COc1ccc(cc1)C(\C)=N\NC(=O)c1nc(C)cc(C)n1,ac1o4mii,NA,NA
K26561182,[O-][N+](=O)c1cc(ccc1NCCCN1CCOCC1)S(=O)(=O)N1CCCC1,t5264320,NA,NA
K26562518,Cc1cc(CN2CC[C@@H]3OC[C@@H](C[C@H]3C2)C(=O)N2CCCO2)oc1C,NA,NA,NA
K26566256,Fc1ccccc1-c1nnc2c3ccccc3nc(N3CCOCC3)n12,"3-(2-fluorophenyl)-5-morpholino[1,2,4]triazolo[4,3-c]quinazoline",NA,NA
K26579350,C(Cc1ccccc1)c1nc(no1)-c1ccccn1,"2-[5-(2-phenylethyl)-1,2,4-oxadiazol-3-yl]pyridine",NA,NA
K26583859,CN1[C@@H]2CC[C@H](CC(=O)NCC3CC3)O[C@@H]2COc2ccc(NC(=O)C3CCCC3)cc2C1=O,brd-k26583859-001-01-0,NA,NA
K26586614,CCC(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N[C@@H]2CO)C#Cc1ccccc1,brd-k26586614-001-01-9,NA,NA
K26590807,CS(=O)(=O)N1CCN(CC1)C(=O)COc1ccc2ccccc2c1,mls000856548,NA,NA
K26592398,Cc1ccc(cc1)-n1nc2-c3ccccc3-c3cccc(c23)c1=O,zinc2817296,NA,NA
K26592905,COc1ccc(cc1)S(=O)(=O)N1C[C@@H]2OCCN(Cc3cccc(C)n3)[C@H]2C1,NA,NA,NA
K26597853,Oc1nc(nc2ncn(Cc3ccccc3)c12)N1CCCCC1,stk846110,NA,NA
K26599203,Cc1onc(c1C(=O)Nc1nc[nH]n1)-c1ccccc1Cl,stk437680,NA,NA
K26600145,O=C(Nc1ccc(cc1)-c1cn2CCSc2n1)c1ccc2OCOc2c1,f1897-0624,NA,NA
K26601224,CC(=O)N1CCN(CC1)C(=O)c1ccc(Oc2ccccc2)cc1,zinc03323391,NA,NA
K26601712,CC(C)C#Cc1ccc(cc1)[C@@H]1[C@H](CO)N2CCCCN(Cc3ccccn3)C[C@H]12,brd-k26601712-001-02-5,NA,NA
K26603252,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,153436-54-5,4705,NA
K26603906,O=S(=O)(N(CCC#N)Cc1cccnc1)c1ccc2ccccc2c1,zinc05689359,NA,NA
K26606086,CNC(=O)[C@H]1C[C@H]2CCN(C[C@H]2O1)S(=O)(=O)N(C)C,NA,NA,NA
K26606750,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(Cl)cc1,t0513-5155,NA,NA
K26607091,CCOC(=O)COc1ccccc1-c1ccno1,ethyl [2-(5-isoxazolyl)phenoxy]acetate,NA,NA
K26608164,Cc1ccc(C)n1-c1ccc(cc1)C(=O)NCc1ccncc1,ac1m8pze,NA,NA
K26608527,CC1(C)Cc2c(CO1)c(nc(NCCc1ccccc1)c2C#N)-c1ccco1,smr000040423,NA,NA
K26609513,Cn1c2ccccc2n(CC(O)=O)c1=N,435342-21-5,NA,NA
K26610083,CC(=O)Nc1nc2CC(C)(C)CNC(=O)c2s1,stk387454,NA,NA
K26612341,CCNC(=O)COC(=O)c1sccc1C,ac1m7hxy,NA,NA
K26615103,Clc1ccc(cc1)C1=NN(CC(=O)NCCN2CCc3ccccc3C2)C(=O)CC1,mls000584473,NA,NA
K26616727,COc1ncnc2c1oc1nc(C)c3COC(C)(C)Cc3c21,zinc02222469,NA,NA
K26619077,CC(C)NC(=O)CCCOc1ccc(Cl)cc1Cl,mls000532067,NA,NA
K26623201,Cc1nc(nc2CCN(CCc12)C(=O)c1ccco1)N1CCCC1,zinc96254545,NA,NA
K26626649,COCCNc1oc(nc1S(=O)(=O)c1ccccc1)-c1ccco1,f1790-0018,NA,NA
K26629773,COCC(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)-c1ccc(F)cc1,brd-k26629773-001-01-4,NA,NA
K26631506,CCC(=O)NC[C@H]1[C@@H]([C@H](CO)N1C(=O)C1CC1)c1ccc(cc1)C1=CCCC1,brd-k26631506-001-01-4,NA,NA
K26632608,Cc1c(oc2ccccc12)C(=O)OCC(=O)N1CCN(CC1)c1ccccc1,zinc03374457,NA,NA
K26633424,Cc1cc(NC(=O)c2cc(on2)C2CC2)no1,smr000093321,NA,NA
K26634037,CCn1nnc2c(nc(nc12)-c1ccc(NC(=O)Nc2ccc(cc2)C(=O)N2CCN(C)CC2)cc1)N1CCOCC1,PKI-402,44187953,NA
K26635238,CC(C)(C)NC(=O)CCCSc1nc2ccccc2s1,zinc06615169,NA,NA
K26637766,CN(C)CC(=O)N1CCc2onc(CNc3ncccn3)c2C1,zinc96259745,NA,NA
K26637884,OCCCNC(=O)c1nc2ccccc2s1,"n-(3-hydroxypropyl)-1,3-benzothiazole-2-carboxamide",NA,NA
K26643029,O=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1,"1,1-dibenzyl-3-phenylurea",NA,NA
K26644573,O=C(Nc1ccccc1)c1ncn-2c1CN(CC1CC1)S(=O)(=O)c1ccccc-21,zinc96266195,NA,NA
K26653327,CO[C@@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@@H](C)N(CCC(F)(F)F)C[C@H]1C,brd-k26653327-001-01-5,NA,NA
K26654821,CCN(C[C@@H]1[C@@H]([C@@H](CO)N1C(C)=O)c1ccccc1)C(=O)c1ccccn1,brd-k26654821-001-01-4,NA,NA
K26654992,c1cncc(c1)\C=N\N=C\c1cccnc1,ac1nsovf,NA,NA
K26659161,O=C1CCCCC(=O)c2ccccc2N1c1ccccc1,ac1lelzm,NA,NA
K26667523,Cn1c2ncn(C[C@@H](O)CO)c(=O)c2c(Nc2ccc(I)cc2F)c(F)c1=O,TAK-733,24963252,NA
K26676030,O=C(Nc1ccncc1)Nc1ccncc1,"1,3-dipyridin-4-ylurea",NA,NA
K26677433,OC[C@@H]1[C@@H]([C@H](C#N)N1C(=O)c1cccnc1)c1ccccc1,brd-k26677433-001-01-5,NA,NA
K26684134,OC[C@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2C(=O)c1ccncc1)-c1ccc(F)cc1,brd-k26684134-001-01-3,NA,NA
K26684654,CCN1CCc2c(C1)c(NCc1ccccc1)nc(N1CCOCC1)c2C#N,smr000039413,NA,NA
K26687438,CCNC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1,brd-k26687438-001-01-9,NA,NA
K26688695,CCCS(=O)(=O)c1snnc1C,"4-methyl-1,2,3-thiadiazol-5-yl propyl sulfone",NA,NA
K26694002,OC[C@@H]1[C@H]2[C@H](CN(C(=O)Nc3ccc(F)cc3)c3ccccc23)N1C(=O)c1cccnc1,brd-k26694002-001-01-1,NA,NA
K26698099,C\C=C\c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@@H]12)C(=O)Nc1cc(F)ccc1F,brd-k26698099-001-01-6,NA,NA
K26702294,COc1ccccc1S(=O)(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N[C@@H]2CO)C#CC1CCCCC1,brd-k26702294-001-02-7,NA,NA
K26705729,Cc1cc(NC(=O)CNC(=O)C2CCCCC2)no1,f0919-3690,NA,NA
K26706788,COC(=O)c1nnn(CC(=O)NC(=O)Nc2ccc(F)cc2)c1C(=O)OC,mls000580744,NA,NA
K26710821,Brc1ccsc1C(=O)Oc1ccccc1N1CCOCC1,2-morpholinophenyl 3-bromo-2-thiophenecarboxylate,NA,NA
K26713510,CN(CCc1ccccn1)C(=O)Nc1ccc(F)cc1,zinc00155738,NA,NA
K26717968,O=C(COc1ccc(cc1)C#N)NCC1(CCCCC1)N1CCCCC1,t5221352,NA,NA
K26720351,Cc1ccc2nc(nc(-c3ccccc3)c2c1)N1CC(=O)Nc2ccccc12,f0324-0011,NA,NA
K26723461,COCC(=O)N1[C@H](CO)[C@H]([C@@H]1C#N)c1ccc(cc1)-c1cccc(F)c1,brd-k26723461-001-01-2,NA,NA
K26726644,COc1cc(OC)c(C(=O)COc2ncnc3ccccc23)c(OC)c1,t5238864,NA,NA
K26727724,CCCNC(=O)N1CC2(C1)[C@@H]([C@@H](CO)N2CC1CCOCC1)c1ccccc1,brd-k26727724-001-01-6,NA,NA
K26729208,COCCN1C[C@@H]2CCN(CC[C@H]2S1(=O)=O)C(=O)c1cc(C)on1,NA,NA,NA
K26733456,Fc1cccnc1O[C@H]1CO[C@]2(C1)CCCN(C2)c1ncccn1,zinc96107399,NA,NA
K26739020,C(Sc1ccc2OCCOc2c1)c1nnc(o1)-c1ccccc1,zinc02642607,NA,NA
K26748243,CCCc1ccc2oc(C(=O)N(C)Cc3nccs3)c(C)c2c1,ambcb79478683,NA,NA
K26750219,OC(=O)CCCNS(=O)(=O)c1cccc2nsnc12,"4-[(2,1,3-benzothiadiazol-4-ylsulfonyl)amino]butanoic acid",NA,NA
K26751767,OC[C@@H]1CCCN1Cc1c(nc2ccc(Cl)cn12)C(=O)N1CCCCCCC1,mls001122474,NA,NA
K26755358,Cc1c(oc2ccc(cc12)S(=O)(=O)N1CCN(CC1)c1ccccc1)C(O)=O,smr000031807,NA,NA
K26756394,CS(=O)(=O)c1ccc(cc1)-c1cnc(N)c(n1)C(=O)Nc1ccccc1,VE-821,51000408,NA
K26757081,CCOC(=O)c1c(C)c(C(=O)N2CCc3ccccc3C2)c(C)n1CC,smr000028876,NA,NA
K26759947,Cc1cc2nccc(-c3ccco3)n2n1,"7-(2-furyl)-2-methylpyrazolo[1,5-a]pyrimidine",NA,NA
K26760104,Cc1cc(C)n(n1)-c1ccc(cc1)C(=O)N1CCc2ccccc12,zinc03561119,NA,NA
K26766547,CC(C)NC(=O)N1C[C@H]2[C@H]([C@H](CO)N2Cc2ccccn2)c2ccccc12,chembl2135009,NA,NA
K26775779,COc1ccc(cc1)C(=O)N1CCN(CC1)c1ccc(NC(=O)Cc2ccccc2)cc1,stk236754,NA,NA
K26776338,Cc1ccc(CSc2nnc(CC(=O)Nc3ccc(C)cc3)n2C)cc1,mls000581792,NA,NA
K26779046,Cc1nn(C)cc1S(=O)(=O)NC1CCCC1,"n-cyclopentyl-1,3-dimethyl-1h-pyrazole-4-sulfonamide",NA,NA
K26779176,COc1cccc(c1)-c1cc(nc(N)c1C#N)-c1cccnc1,ac1liu39,NA,NA
K26781848,CC(C)CCNC(=O)NC(=O)COc1ncnc2sccc12,t5419010,NA,NA
K26783974,O=C(N1CCN=C1SCc1cccnc1)c1ccc2OCOc2c1,f0630-1683,NA,NA
K26785610,OC[C@H]1[C@@H]2[C@@H](CN(c3ccccc23)S(=O)(=O)c2ccc(F)cc2)N1C(=O)C1CCCC1,brd-k26785610-001-01-1,NA,NA
K26786820,OC[C@@H]1[C@H]2[C@H](CN(C(=O)Nc3ccccc3F)c3ccccc23)N1C(=O)c1ccccn1,brd-k26786820-001-01-5,NA,NA
K26793738,COc1ccc(CNc2nc(nn2C(C)=O)-c2cccnc2)cc1,mls000719015,NA,NA
K26799537,CC(C)NC(=O)N1[C@@H](CO)[C@@H]([C@H]1C#N)c1ccc(cc1)C#CC1CC1,brd-k26799537-001-01-2,NA,NA
K26802397,OC[C@@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)c1cnccn1)c1ccc(cc1)C#CCC1CCCC1,brd-k26802397-001-01-3,NA,NA
K26802710,COc1ccc2c3c([C@@H](CO)N(C[C@]33CN(C3)C(=O)C3CCOCC3)C(=O)C3CC3)n(C)c2c1,brd-k26802710-001-01-3,NA,NA
K26807808,OC(=O)c1cc2c(ncnc2s1)N1CCC(Cc2ccccc2)CC1,"4-(4-benzylpiperidino)thieno[2,3-d]pyrimidine-6-carboxylic acid",NA,NA
K26811282,COc1ccc(NC(=O)CN(C)CC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1,t5432761,NA,NA
K26814646,CCCNC(=O)c1cc(-c2ccn(CC3CC3)n2)n2ccccc12,zinc96154724,NA,NA
K26815366,Cc1ccc(CS(=O)(=O)Cc2ccc(o2)C(=O)N2CCC3(CC2)OCCO3)cc1,smr000032383,NA,NA
K26816028,CCCNC(=O)CN(CCc1ccccc1)S(C)(=O)=O,zinc02869383,NA,NA
K26818574,COc1cc2nc(nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC)N1CCCN(C)CC1,BIX-01294,25150857,NA
K26819706,COc1ccc2c(CC(=O)OCC(=O)NC(N)=O)coc2c1,zinc03379993,NA,NA
K26820654,CN(Cc1ncc[nH]1)C(=O)c1cc(COc2c(F)cccc2F)on1,mls000773132,NA,NA
K26823213,FC(F)(F)c1nc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,GW 842166X,10253143,NA
K26823262,CCC(=O)N1[C@@H](CO)[C@H]([C@H]1CNC(=O)CN1CCOCC1)c1ccccc1,brd-k26823262-001-01-1,NA,NA
K26824888,COc1ccc(CCNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1OC,mls000552777,NA,NA
K26830841,C\C=C\c1ccc(cc1)[C@@H]1[C@H](CO)N(Cc2ccccn2)[C@@H]1CNC(C)=O,brd-k26830841-001-01-6,NA,NA
K26836511,Cc1cc(Nc2ccc3OCCOc3c2)n2ncnc2n1,zinc02231165,NA,NA
K26837705,CCCNC(=O)N1[C@H](CO)[C@@H]([C@@H]1C#N)c1ccccc1-c1cccc(OC)c1,brd-k26837705-001-01-6,NA,NA
K26838195,Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=O)C=C)cc34)cc2Cl)c1,AST-1306,24739943,NA
K26840351,CCn1c(NCc2ccccn2)nc2ccccc12,ae-848/42435318,NA,NA
K26841031,CN(C)c1ccc(\C=N\NC(=O)CNC(=O)c2ccco2)cc1,zinc01880823,NA,NA
K26841419,CCCN(CC(=O)Nc1ccccc1C)C(=O)c1ccc(NC2CC2)c(c1)[N+]([O-])=O,mls001129636,NA,NA
K26843921,CCC(=O)N1C[C@]2(CCN(Cc3nccs3)CC2)c2c([C@H]1CO)n(C)c1cc(OC)ccc21,brd-k26843921-001-01-2,NA,NA
K26846642,CC12CN3CC(C)(CN(C1)C31CCOCC1)C2=O,mls000122771,NA,NA
K26852276,Clc1ccc(SCc2ccc(cc2)C(=O)N2CCOCC2)cc1,mls000684629,NA,NA
K26855292,O=C(C1CCN(CC1)c1nc(nc2CCCc12)-c1ccccc1)N1CCCC1,ambcb48649810,NA,NA
K26855762,CCS(=O)(=O)N1[C@H](CO)[C@@H](c2ccccc2)C11CN(C1)C(=O)c1ccccc1F,brd-k26855762-001-01-8,NA,NA
K26857533,CN(C)C1CCN(CC1)C(=O)c1cc(-c2ccn(CC3CC3)n2)n2ccccc12,zinc96266689,NA,NA
K26861786,CC(C)CNC(=O)COc1cc(C)c(Br)c(C)c1,stk185792,NA,NA
K26862302,COc1ccc(cc1O)-c1cc(=O)c2c(O)cc(O)cc2o1,Diosmetin,5281612,NA
K26865027,Cc1ccccc1NC(=O)N1C[C@H]2CC[C@@]3(N=C(NC3=O)c3ccccc3)[C@@H]2C1,NA,NA,NA
K26866899,O[C@@H]1COC[C@@H]2O[C@H](CC(=O)Nc3ccc(cc3)-c3ccccc3)CC[C@H]2N(C1)S(=O)(=O)c1cccc(Cl)c1,chembl2355476,NA,NA
K26869420,COc1cccc(c1)-c1ccc(cc1)[C@@H]1[C@@H](CO)N(C(C)=O)C11CN(C1)C(C)=O,brd-k26869420-001-01-3,NA,NA
K26869844,CCS(=O)(=O)N1C[C@@H]2CN(Cc3ccoc3)CCO[C@H]2C1,NA,NA,NA
K26871173,Cc1ccc(C)n1CCN1CCN(CC1)C(=O)c1ccco1,f1061-0319,NA,NA
K26871914,CCC12CN(CC(CC)(CN(C1)C(=O)c1ccco1)C2=O)C(=O)c1ccco1,zinc04840635,NA,NA
K26874562,COc1cccc(NC(=O)Cn2c(nc3ccccc23)-c2cncs2)c1,zinc00794829,NA,NA
K26875834,CN(C)CCN1CCN(Cc2cccnc12)C(=O)c1cscn1,zinc96198835,NA,NA
K26875929,O=C(COCc1cc(on1)-c1cccs1)NC1CCCCC1,st50674521,NA,NA
K26878406,CN1CCN(CC1)C(=O)c1ccc(CN2CCOCC2)cc1,chembl1707983,NA,NA
K26895572,O=C(Nc1cccnc1)Nc1ccccn1,1-pyridin-2-yl-3-pyridin-3-ylurea,NA,NA
K26897482,O=C(Cn1c(nc2ccccc12)-c1ccccn1)NCCN1CCOCC1,stk192014,NA,NA
K26902071,Cc1ccccc1-c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@@H]12)C(=O)Nc1cccc(F)c1,brd-k26902071-001-01-4,NA,NA
K26903971,OC[C@H]1[C@@H]([C@@H](C#N)N1S(=O)(=O)c1ccccc1)c1ccc(cc1)C1=CCCCC1,brd-k26903971-001-01-3,NA,NA
K26906079,Nc1nnc(SCC#N)s1,chembl1882851,NA,NA
K26906515,CN(Cc1cccs1)C(=O)COc1ccc(cc1)-c1nnco1,smr000068314,NA,NA
K26906694,CNCCCOc1ccc(Cl)cc1C(C)(C)C,ac1m3yt2,NA,NA
K26909795,CCCNC(=O)N1[C@@H](CO)[C@H]([C@@H]1C#N)c1ccc(cc1)C1=CCCCC1,brd-k26909795-001-01-4,NA,NA
K26913496,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1ccccc1,ac1mdhxo,NA,NA
K26917362,CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NC4CCCCC4)O[C@H]3CO)c2c1,brd-k26917362-001-01-0,NA,NA
K26919965,COc1ccccc1-c1ccc2[C@H]3N[C@H]([C@H](CO)[C@H]3Cn2c1=O)C(=O)N(C)C,brd-k26919965-001-01-7,NA,NA
K26924623,CN(Cc1ccc(C)o1)C(=O)c1cccc(c1)S(=O)(=O)N1CCc2ccccc2C1,mls002156451,NA,NA
K26924834,CN(c1ccccc1)S(=O)(=O)c1ccc(cc1)C(=O)NCc1ccccn1,zinc06017586,NA,NA
K26925159,C\C(=N/NC(=O)c1cc(nc2ccccc12)C1CC1)c1ccc(C)s1,ac1ntv0m,NA,NA
K26925886,Cc1cc(C)cc(NC(=O)CN2CCN(CC2)c2ncccn2)c1,t0511-1326,NA,NA
K26928085,[O-][N+](=O)c1ccccc1OCC(=O)N(Cc1ccccc1)c1ccccn1,ac1mguz2,NA,NA
K26932262,Clc1ccc(N2N=C(CC2=O)c2cccnc2)c(Cl)c1,"2-(2,4-dichlorophenyl)-5-(3-pyridinyl)-2,4-dihydro-3h-pyrazol-3-one",NA,NA
K26934039,CCCCC(=O)Nc1cccc(NC(=O)C(C)C)c1,t5522619,NA,NA
K26935118,CN(C)CC(=O)N1C[C@H](OCc2ccccn2)[C@@H]2OCCC[C@H]12,NA,NA,NA
K26937174,NNC(=O)c1ccc(Cl)cc1,4-chlorobenzhydrazide,NA,NA
K26945227,COc1ccc(cc1)S(=O)(=O)CCc1nnc(NC(=O)c2ccc(F)cc2)s1,bas 01892297,NA,NA
K26945408,Cc1cccc(c1)-c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@H]12)S(=O)(=O)c1ccccc1F,brd-k26945408-001-01-7,NA,NA
K26949298,CC(=O)c1c(C)[nH]c(C(=O)NCCc2c[nH]c3ccccc23)c1C,zinc07063799,NA,NA
K26962797,O=C(N1CCC(CC1)c1nc2ccccc2[nH]1)c1ccco1,mls001234340,NA,NA
K26964985,Cc1nc(sc1C(=O)Nc1ccc(F)cc1F)-c1cccnc1,1g-430s,NA,NA
K26966048,CN(CC(=O)OCC(=O)N1CCCCCC1)S(=O)(=O)c1ccc(NC(C)=O)cc1,zinc06081274,NA,NA
K26968892,CN(c1ccccc1)S(=O)(=O)c1ccc(cc1)C(=O)NCc1ccco1,zinc03598004,NA,NA
K26970021,O=C(OCC1CCCCC1)c1ccc(cc1)S(=O)(=O)NCCC#N,t5558260,NA,NA
K26972495,COCCNC(=O)Cn1cc(C(=O)c2ccco2)c2ccccc12,bas 08196745,NA,NA
K26975341,CCN(CC(=O)NCc1ccc(F)cc1)C(=O)c1ccc(COc2ccccc2)cc1,zinc08072573,NA,NA
K26977186,CN1CCN(CC1)c1nc(cs1)-c1cccs1,ac1m7imk,NA,NA
K26981812,CN(C)CCOCc1nnc2CCN(Cc3ccc(C)s3)CCn12,zinc96058867,NA,NA
K26989828,Cc1oc(nc1CN1CCC[C@H]1CO)-c1cccc2ccccc12,mls000735893,NA,NA
K26990447,O=C(N\N=C\c1cccs1)c1c[nH]c2ccccc12,ac1ntp0o,NA,NA
K26991034,CCS(=O)(=O)N1CC[C@@H]2[C@@H]1CCC(=O)N2c1ccccc1,NA,NA,NA
K26992927,CCCCNC(=O)Cn1c2ccccc2n(C)c1=O,"n-butyl-2-(3-methyl-2-oxo-2,3-dihydro-1h-benzimidazol-1-yl)acetamide",NA,NA
